id,text,label,Comments
502,"Nur weil mein Opa, der wie ein Schlot geraucht hat, über 90 Jahre alt ist, kann ich trotzdem nicht die Aussage treffen, dass Rauchen nicht gesundheitsschädlich ist.",neutral,
503,Es schafft Flexibilität und stärkt damit die Vereine.,positiv,
504,"Und diese Stabilität erreichen wir auch, indem wir Krisenresilienz vorantreiben.",neutral,
505,"Dafür darf ich heute für die Bundesregierung ankündigen, dass Deutschland der Initiative „Zero-Emission Shipping“ beigetreten ist.",positiv,
506,Wir brauchen die Zuwanderung in den Arbeitsmarkt.,neutral,
507,"Aber, diese Freistellung entspricht entgegen Ihrem heutigen Artikel keiner Pflicht gemäß der EU-Vereinbarkeitsrichtlinie.",neutral,
508,Alleine die Wiedervernässung der Moore hat das Potenzial an CO2-Vermeidung in der Größenordnung der derzeit erwarteten Restemissionen.,neutral,
509,– darf ich etwas sagen?,neutral,
510,"Wir müssen alles tun, um zivile Instrumente und die humanitäre Hilfe zu stärken.",positiv,
511,"Wenn wir über den Öffentlich-Rechtlichen reden, müssen wir uns klar werden, was wir wollen und was wir nicht wollen.",neutral,
512,Auch das Beheizen privater Pools soll verboten sein – außer wenn sie dadurch frostfrei gehalten werden.,neutral,
513,"CDU und CSU haben dann einen Antrag für eine Sperre der DATI-Haushaltsmittel eingebracht, die nur durch das Parlament aufgehoben werden kann.",neutral,
514,Das Lager der Schande muss geschlossen werden.,negativ,
515,Ruppert Stüwe hat das Wort für die SPD-Fraktion.,neutral,
516,Das ist aber keine seriöse Planung für die Truppe und erst recht keine angemessene Informationspolitik gegenüber diesem Parlament.,negativ,
517,"Also, wir haben eine neue Handelsagenda beschlossen und die noch einmal neu aufgelegt, in der wir explizit sagen: Wir wollen eine transatlantische Partnerschaft.",positiv,
518,"Nein, Ihre Redezeit wird angehalten.",negativ,
519,– Danke.,neutral,
520,Es gibt gute Gründe gegen die Geldstrafe; aber dann müssen Sie Alternativen benennen.,neutral,
521,Uns allen ist klar: Die Pandemie ist nicht vorbei.,neutral,
